# XDI/1.1
# Column.1: energy eV
# Column.2: norm
# Column.3: ifluor
# Column.4: i0
# Column.5: angle_drive
# Column.6: angle_read
# Column.7: time
# Mono :   Si(111)       D=  3.13551 A    Initial angle= 13.93250 deg
# BL9A      Fluorescence( 3)   Repetition=  1     Points= 1426
# Param file : Std-EXAFS       energy axis(2)     Block =    6
# Block      Init-Eng  Final-Eng      Step/eV     Time/s       Num
# 1        6606.20   7061.20         6.50       1.00        70
# 2        7061.20   7076.20         1.00       1.00        15
# 3        7076.20   7181.20         0.10       2.00      1050
# 4        7181.20   7211.20         1.00       2.00        30
# 5        7211.20   7611.20         2.50       3.00       160
# 6        7611.20   8211.20         6.00       3.00       101
# Ortec(-1)     NDCH = 3
# Angle(c)  Angle(o)    time/s         2         3
# Mode         0         0         1         3
# Offset         0         0  7753.700  7157.100
# Process.program: xraylarch
# Process.version: 0.9.80
# Process.command: pre_edge(data, nvict=0, pre1=-150, pre2=-50, norm1=150, norm2=750, make_flat=True)
# Process.step1: energy = col1    # column 1: energy (eV)
# Process.step2: ifluor = col3    # column 3: fluorescence intensity
# Process.step3: i0     = col4    # column 4: incident beam intensity
# Process.step4: mu  = iflour/i0  
# Process.step5: edge_step =  0.098521351
# Process.step6: pre_edge = -0.027966096 +  4.853685e-6*energy
# Process.step7: intensity = norm = (mu - pre_edge) /edge_step
#---------------------------------
#  energy           norm             ifluor           i0               angle_drive      angle_read       time            
  7032.80448284    0.00113425719    20889.0000000    3325918.00000    16.2231800000    16.2232000000    2.00000000000
  7032.90151112    0.00075416532    20755.0000000    3324153.00000    16.2229500000    16.2230000000    2.00000000000
  7033.00276099    0.00080919673    20777.0000000    3324528.00000    16.2227100000    16.2226000000    2.00000000000
  7033.09979497    0.00084726441    20786.0000000    3323723.00000    16.2224800000    16.2226000000    2.00000000000
  7033.20105079    0.00069591426    20722.0000000    3321147.00000    16.2222400000    16.2222000000    2.00000000000
  7033.30230965    0.00065158961    20657.0000000    3312787.00000    16.2220000000    16.2221000000    2.00000000000
  7033.39935224    0.00067799017    20658.0000000    3311316.00000    16.2217700000    16.2218000000    2.00000000000
  7033.50061706    0.00064017192    20619.0000000    3306779.00000    16.2215300000    16.2215000000    2.00000000000
  7033.59766535    0.00094306573    20702.0000000    3304028.00000    16.2213000000    16.2213000000    2.00000000000
  7033.69893612    0.00063708642    20575.0000000    3299374.00000    16.2210600000    16.2210000000    2.00000000000
  7033.79599012    0.00039767995    20476.0000000    3295715.00000    16.2208300000    16.2208000000    2.00000000000
  7033.89726684    0.00119450347    20733.0000000    3295183.00000    16.2205900000    16.2205000000    2.00000000000
  7033.99432655    0.00064638610    20551.0000000    3294284.00000    16.2203600000    16.2204000000    2.00000000000
  7034.09560922    0.00102672482    20660.0000000    3291725.00000    16.2201200000    16.2201000000    2.00000000000
  7034.19267463    0.00050025266    20477.0000000    3289506.00000    16.2198900000    16.2199000000    2.00000000000
  7034.29396326    0.00176888018    20904.0000000    3291748.00000    16.2196500000    16.2197000000    2.00000000000
  7034.39525492    0.00063259957    20538.0000000    3291890.00000    16.2194100000    16.2193000000    2.00000000000
  7034.49232896    0.00137077265    20725.0000000    3283342.00000    16.2191800000    16.2192000000    2.00000000000
  7034.59362658    0.00083609463    20561.0000000    3284515.00000    16.2189400000    16.2190000000    2.00000000000
  7034.69070632    0.00108552646    20687.0000000    3291474.00000    16.2187100000    16.2187000000    2.00000000000
  7034.79200989    0.00091252023    20695.0000000    3301442.00000    16.2184700000    16.2184000000    2.00000000000
  7034.88909534    0.00038338624    20537.0000000    3303461.00000    16.2182400000    16.2183000000    2.00000000000
  7034.99040487    0.00118897350    20811.0000000    3305079.00000    16.2180000000    16.2181000000    2.00000000000
  7035.08749602    0.00060872498    20630.0000000    3306102.00000    16.2177700000    16.2177000000    2.00000000000
  7035.18881151    0.00058788875    20629.0000000    3306769.00000    16.2175300000    16.2176000000    2.00000000000
  7035.28590837    0.00117021064    20825.0000000    3307520.00000    16.2173000000    16.2173000000    2.00000000000
  7035.38722982    0.00084253298    20704.0000000    3304990.00000    16.2170600000    16.2171000000    2.00000000000
  7035.48855431    0.00078548277    20696.0000000    3306420.00000    16.2168200000    16.2169000000    2.00000000000
  7035.58565979    0.00122797918    20848.0000000    3307419.00000    16.2165900000    16.2166000000    2.00000000000
  7035.68699024    0.00159001388    20963.0000000    3306694.00000    16.2163500000    16.2163000000    2.00000000000
  7035.78410143    0.00090870767    20747.0000000    3307395.00000    16.2161200000    16.2161000000    2.00000000000
  7035.88543783    0.00112442435    20812.0000000    3306296.00000    16.2158800000    16.2158000000    2.00000000000
  7035.98255474    0.00073675354    20673.0000000    3304014.00000    16.2156500000    16.2157000000    2.00000000000
  7036.08389710    0.00109872265    20794.0000000    3304260.00000    16.2154100000    16.2154000000    2.00000000000
  7036.18101972    0.00130633982    20871.0000000    3305504.00000    16.2151800000    16.2151000000    2.00000000000
  7036.28236804    0.00114278976    20820.0000000    3305605.00000    16.2149400000    16.2149000000    2.00000000000
  7036.37949637    0.00170248840    20997.0000000    3304529.00000    16.2147100000    16.2148000000    2.00000000000
  7036.48085065    0.00137845677    20892.0000000    3304350.00000    16.2144700000    16.2144000000    2.00000000000
  7036.57798468    0.00135668631    20893.0000000    3305383.00000    16.2142400000    16.2142000000    2.00000000000
  7036.67934492    0.00110211738    20804.0000000    3304156.00000    16.2140000000    16.2140000000    2.00000000000
  7036.77648468    0.00139938717    20887.0000000    3301733.00000    16.2137700000    16.2138000000    2.00000000000
  7036.87785088    0.00093115922    20736.0000000    3301683.00000    16.2135300000    16.2135000000    2.00000000000
  7036.97922012    0.00165138452    20974.0000000    3302013.00000    16.2132900000    16.2133000000    2.00000000000
  7037.07636850    0.00129695935    20848.0000000    3300073.00000    16.2130600000    16.2130000000    2.00000000000
  7037.17774370    0.00124414613    20824.0000000    3298734.00000    16.2128200000    16.2129000000    2.00000000000
  7037.27489780    0.00155765279    20911.0000000    3296142.00000    16.2125900000    16.2126000000    2.00000000000
  7037.37627897    0.00106771576    20767.0000000    3298283.00000    16.2123500000    16.2124000000    2.00000000000
  7037.47343877    0.00100114828    20749.0000000    3298613.00000    16.2121200000    16.2121000000    2.00000000000
  7037.57482590    0.00089613733    20672.0000000    3291528.00000    16.2118800000    16.2120000000    2.00000000000
  7037.67199143    0.00087125943    20626.0000000    3285239.00000    16.2116500000    16.2116000000    2.00000000000
  7037.77338452    0.00121594566    20701.0000000    3279191.00000    16.2114100000    16.2113000000    2.00000000000
  7037.87055576    0.00075117670    20548.0000000    3278490.00000    16.2111800000    16.2112000000    2.00000000000
  7037.97195481    0.00139600796    20735.0000000    3274874.00000    16.2109400000    16.2109000000    2.00000000000
  7038.06913176    0.00119343600    20665.0000000    3273894.00000    16.2107100000    16.2107000000    2.00000000000
  7038.17053678    0.00119815921    20654.0000000    3271655.00000    16.2104700000    16.2105000000    2.00000000000
  7038.26771945    0.00137848808    20684.0000000    3266969.00000    16.2102400000    16.2102000000    2.00000000000
  7038.36913044    0.00147588120    20717.0000000    3266976.00000    16.2100000000    16.2100000000    2.00000000000
  7038.46631882    0.00207853769    20924.0000000    3268770.00000    16.2097700000    16.2098000000    2.00000000000
  7038.56773577    0.00218178966    20952.0000000    3267700.00000    16.2095300000    16.2095000000    2.00000000000
  7038.66492987    0.00187731818    20869.0000000    3269812.00000    16.2093000000    16.2093000000    2.00000000000
  7038.76635279    0.00195262947    20913.0000000    3272649.00000    16.2090600000    16.2091000000    2.00000000000
  7038.86355261    0.00181457851    20901.0000000    3277505.00000    16.2088300000    16.2088000000    2.00000000000
  7038.96498149    0.00187820491    20929.0000000    3278420.00000    16.2085900000    16.2086000000    2.00000000000
  7039.06218702    0.00201667503    20990.0000000    3280722.00000    16.2083600000    16.2083000000    2.00000000000
  7039.16362187    0.00181944693    20957.0000000    3285289.00000    16.2081200000    16.2082000000    2.00000000000
  7039.26505976    0.00157066048    20888.0000000    3286848.00000    16.2078800000    16.2079000000    2.00000000000
  7039.36227394    0.00136025171    20817.0000000    3286151.00000    16.2076500000    16.2077000000    2.00000000000
  7039.46371780    0.00153190923    20882.0000000    3287380.00000    16.2074100000    16.2075000000    2.00000000000
  7039.56093769    0.00148213037    20883.0000000    3289833.00000    16.2071800000    16.2071000000    2.00000000000
  7039.66238752    0.00153108740    20897.0000000    3289284.00000    16.2069400000    16.2070000000    2.00000000000
  7039.75961314    0.00159235111    20913.0000000    3288434.00000    16.2067100000    16.2067000000    2.00000000000
  7039.86106893    0.00163609758    20932.0000000    3288938.00000    16.2064700000    16.2066000000    2.00000000000
  7039.95830027    0.00134620061    20826.0000000    3286789.00000    16.2062400000    16.2062000000    2.00000000000
  7040.05976203    0.00141561581    20866.0000000    3289296.00000    16.2060000000    16.2060000000    2.00000000000
  7040.15699909    0.00144822989    20860.0000000    3286441.00000    16.2057700000    16.2057000000    2.00000000000
  7040.25846682    0.00149464868    20869.0000000    3285237.00000    16.2055300000    16.2056000000    2.00000000000
  7040.35570960    0.00151582030    20881.0000000    3285803.00000    16.2053000000    16.2052000000    2.00000000000
  7040.45718330    0.00174497782    20967.0000000    3287402.00000    16.2050600000    16.2051000000    2.00000000000
  7040.55443180    0.00119127513    20786.0000000    3286893.00000    16.2048300000    16.2048000000    2.00000000000
  7040.65591148    0.00215035929    21108.0000000    3288420.00000    16.2045900000    16.2045000000    2.00000000000
  7040.75316570    0.00223626180    21138.0000000    3288516.00000    16.2043600000    16.2044000000    2.00000000000
  7040.85465134    0.00094212884    20716.0000000    3287828.00000    16.2041200000    16.2041000000    2.00000000000
  7040.95191128    0.00123054691    20788.0000000    3284198.00000    16.2038900000    16.2038000000    2.00000000000
  7041.05340290    0.00180098393    20984.0000000    3285734.00000    16.2036500000    16.2037000000    2.00000000000
  7041.15066857    0.00179963007    20974.0000000    3283994.00000    16.2034200000    16.2034000000    2.00000000000
  7041.25216616    0.00133423178    20807.0000000    3281149.00000    16.2031800000    16.2032000000    2.00000000000
  7041.34943754    0.00189805044    21002.0000000    3282898.00000    16.2029500000    16.2029000000    2.00000000000
  7041.45094111    0.00137646254    20842.0000000    3284014.00000    16.2027100000    16.2028000000    2.00000000000
  7041.54821822    0.00189634595    21022.0000000    3285615.00000    16.2024800000    16.2025000000    2.00000000000
  7041.64972776    0.00189747937    21016.0000000    3284367.00000    16.2022400000    16.2023000000    2.00000000000
  7041.74701059    0.00187246904    21023.0000000    3286484.00000    16.2020100000    16.2020000000    2.00000000000
  7041.84852610    0.00203705432    21078.0000000    3286498.00000    16.2017700000    16.2018000000    2.00000000000
  7041.94581466    0.00153934849    20907.0000000    3284707.00000    16.2015400000    16.2015000000    2.00000000000
  7042.04733615    0.00156202444    20921.0000000    3285499.00000    16.2013000000    16.2013000000    2.00000000000
  7042.14463043    0.00183296202    21011.0000000    3285616.00000    16.2010700000    16.2011000000    2.00000000000
  7042.24615789    0.00157121816    20927.0000000    3285476.00000    16.2008300000    16.2008000000    2.00000000000
  7042.34345790    0.00209097122    21092.0000000    3284730.00000    16.2006000000    16.2006000000    2.00000000000
  7042.44499134    0.00226785219    21152.0000000    3284907.00000    16.2003600000    16.2004000000    2.00000000000
  7042.54229707    0.00168293560    20962.0000000    3284554.00000    16.2001300000    16.2000000000    2.00000000000
  7042.64383648    0.00183540493    21011.0000000    3284248.00000    16.1998900000    16.1999000000    2.00000000000
  7042.74114795    0.00208495393    21102.0000000    3285603.00000    16.1996600000    16.1997000000    2.00000000000
  7042.84269334    0.00228155414    21150.0000000    3282924.00000    16.1994200000    16.1994000000    2.00000000000
  7042.94001053    0.00171924945    20968.0000000    3282661.00000    16.1991900000    16.1992000000    2.00000000000
  7043.03733052    0.00238269658    21179.0000000    3281868.00000    16.1989600000    16.1989000000    2.00000000000
  7043.13888481    0.00251573572    21223.0000000    3281770.00000    16.1987200000    16.1988000000    2.00000000000
  7043.23621053    0.00163837988    20944.0000000    3282259.00000    16.1984900000    16.1985000000    2.00000000000
  7043.33777080    0.00229397048    21171.0000000    3284335.00000    16.1982500000    16.1983000000    2.00000000000
  7043.43510225    0.00217086663    21131.0000000    3284068.00000    16.1980200000    16.1980000000    2.00000000000
  7043.53666849    0.00165137847    20966.0000000    3284297.00000    16.1977800000    16.1978000000    2.00000000000
  7043.63400568    0.00251172048    21258.0000000    3286162.00000    16.1975500000    16.1975000000    2.00000000000
  7043.73557790    0.00258644702    21292.0000000    3287426.00000    16.1973100000    16.1974000000    2.00000000000
  7043.83292081    0.00255307673    21265.0000000    3284685.00000    16.1970800000    16.1970000000    2.00000000000
  7043.93449901    0.00262340858    21291.0000000    3284935.00000    16.1968400000    16.1969000000    2.00000000000
  7044.03184765    0.00236908982    21202.0000000    3283658.00000    16.1966100000    16.1966000000    2.00000000000
  7044.13343183    0.00246089108    21210.0000000    3280052.00000    16.1963700000    16.1965000000    2.00000000000
  7044.23078620    0.00295979021    21358.0000000    3277785.00000    16.1961400000    16.1960000000    2.00000000000
  7044.33237636    0.00251776353    21199.0000000    3275024.00000    16.1959000000    16.1959000000    2.00000000000
  7044.42973647    0.00253108819    21217.0000000    3276901.00000    16.1956700000    16.1958000000    2.00000000000
  7044.53133261    0.00268069348    21278.0000000    3278609.00000    16.1954300000    16.1953000000    2.00000000000
  7044.62869844    0.00274052880    21298.0000000    3278474.00000    16.1952000000    16.1952000000    2.00000000000
  7044.73030057    0.00314456274    21411.0000000    3275549.00000    16.1949600000    16.1949000000    2.00000000000
  7044.82767213    0.00226883866    21129.0000000    3275403.00000    16.1947300000    16.1947000000    2.00000000000
  7044.92928024    0.00264627878    21259.0000000    3276418.00000    16.1944900000    16.1945000000    2.00000000000
  7045.02665754    0.00288851955    21329.0000000    3274922.00000    16.1942600000    16.1942000000    2.00000000000
  7045.12827162    0.00301673850    21375.0000000    3275384.00000    16.1940200000    16.1940000000    2.00000000000
  7045.22565465    0.00262734205    21238.0000000    3273397.00000    16.1937900000    16.1938000000    2.00000000000
  7045.32304049    0.00264512450    21238.0000000    3272275.00000    16.1935600000    16.1936000000    2.00000000000
  7045.42466349    0.00240890794    21173.0000000    3273750.00000    16.1933200000    16.1933000000    2.00000000000
  7045.52205506    0.00250966273    21212.0000000    3274515.00000    16.1930900000    16.1930000000    2.00000000000
  7045.62368404    0.00307870359    21385.0000000    3272649.00000    16.1928500000    16.1929000000    2.00000000000
  7045.72108135    0.00293563800    21321.0000000    3269671.00000    16.1926200000    16.1927000000    2.00000000000
  7045.82271631    0.00265916238    21242.0000000    3270972.00000    16.1923800000    16.1924000000    2.00000000000
  7045.92011935    0.00250488698    21202.0000000    3272233.00000    16.1921500000    16.1922000000    2.00000000000
  7046.02176030    0.00265579974    21252.0000000    3272192.00000    16.1919100000    16.1920000000    2.00000000000
  7046.11916908    0.00244543623    21180.0000000    3271307.00000    16.1916800000    16.1916000000    2.00000000000
  7046.22081601    0.00300646294    21360.0000000    3270935.00000    16.1914400000    16.1914000000    2.00000000000
  7046.31823053    0.00300980998    21377.0000000    3273136.00000    16.1912100000    16.1912000000    2.00000000000
  7046.41988345    0.00298239973    21356.0000000    3271026.00000    16.1909700000    16.1910000000    2.00000000000
  7046.51730369    0.00300445668    21357.0000000    3269854.00000    16.1907400000    16.1907000000    2.00000000000
  7046.61896260    0.00318686277    21419.0000000    3270102.00000    16.1905000000    16.1905000000    2.00000000000
  7046.71638859    0.00247206775    21186.0000000    3269445.00000    16.1902700000    16.1902000000    2.00000000000
  7046.81381738    0.00231025247    21130.0000000    3268606.00000    16.1900400000    16.1901000000    2.00000000000
  7046.91548520    0.00238357846    21139.0000000    3266099.00000    16.1898000000    16.1898000000    2.00000000000
  7047.01291973    0.00281362243    21290.0000000    3267799.00000    16.1895700000    16.1895000000    2.00000000000
  7047.11459354    0.00263518548    21230.0000000    3267158.00000    16.1893300000    16.1894000000    2.00000000000
